lineId	chId	mId	chName	dialogue
L490482	u7544	m509	MRS. JORGENSEN	Yes!..Yes, I remember!..Have they found her, Ethan?
L490481	u7533	m509	ETHAN	You ever see it before...like mebbe on a dress Debbie wore?
L490480	u7544	m509	MRS. JORGENSEN	Why it's just a snip of calico...
L490471	u7544	m509	MRS. JORGENSEN	Don't go blamin' yourself...
L490470	u7533	m509	ETHAN	I got your boy killed.
L490469	u7544	m509	MRS. JORGENSEN	Well, you did all a body could, Ethan.
L490323	u7544	m509	MRS. JORGENSEN	I am...I am...It's just that I know Martha'd want you to think of her boys as well as her girls...And if the girls are...dead...Ethan, don't let the boys waste their lives in vengeance!
L490322	u7533	m509	ETHAN	I'd be obliged if you'd get to the point, ma'am.
L490739	u7539	m509	LAURIE	Yours truly...  And he even has to write his full name...Martin Pauley...not even just <U>Martie</U>!...  I don't care if he <U>never</U> comes back!
L490738	u7537	m509	JORGENSEN	They never find that girl.
L490605	u7539	m509	LAURIE	A little Comanche squaw - SQUAW!
L490604	u7537	m509	JORGENSEN	Every young man should at least once...Go on, Laurie! Read!
L490588	u7537	m509	JORGENSEN	That means Mister Futterman is dead, by golly.
L490587	u7539	m509	LAURIE	The <U>late</U> Mister Futterman?
L490586	u7539	m509	LAURIE	Dear Miss Laury...I take pen in hand to let you know Ethan and me still are trying to catch up with them Com- anches the late Mister Futterman told us about...
L490585	u7537	m509	JORGENSEN	Who cares what he spells it? Read the letter.
L490584	u7539	m509	LAURIE	'Dear Miss Laury'...He spells it with a Y instead of an I...E...Wouldn't you think he'd know...
L490583	u7537	m509	JORGENSEN	From the beginning...
L490582	u7539	m509	LAURIE	Oh, all right! Well...Martin says...
L490982	u7542	m509	MARTIN	Only if I'm dead!
L490981	u7539	m509	LAURIE	Do you know what Ethan will do if he has a chance?...He'll put a bullet in her brain! And I tell you Martha would want him to!
L490980	u7542	m509	MARTIN	<U>Laurie</U>! Shut your mouth!
L490979	u7539	m509	LAURIE	Fetch <U>what</U> home?...The leavin's of Comanche bucks -- sold time an' again to the highest bidder?...With savage brats of her own, most like?...
L490978	u7542	m509	MARTIN	I got to fetch her home...
L490977	u7539	m509	LAURIE	It's too late...She's a woman grown now...
L490976	u7542	m509	MARTIN	You crazy?
L490975	u7539	m509	LAURIE	Martie...don't go! Not this time.
L490903	u7539	m509	LAURIE	You do and I'll die, Martie...I will! I'll just die!
L490902	u7542	m509	MARTIN	Don't cry, Laurie...I understand how it is...I'll just go 'way...
L490900	u7539	m509	LAURIE	It isn't fair...
L490899	u7542	m509	MARTIN	But I allus loved you...You know that, without my sayin' it...I couldn't bring myself to ask you to wait...the little I had... not knowin' how much longer until we found Debbie...
L490898	u7539	m509	LAURIE	No, it wasn't...You mighta said you loved me...You mighta asked me to wait...At least that'd have been something...
L490897	u7542	m509	MARTIN	It wasn't much of a letter...
L490896	u7539	m509	LAURIE	One letter in five years...I read it till the paper dried up and the writing faded out...
L490895	u7542	m509	MARTIN	I...I wrote you a letter...Reckon you didn't get it...
L490519	u7542	m509	MARTIN	I can't help it, Laurie...I just gotta catch up with Ethan...
L490518	u7539	m509	LAURIE	Take it and welcome...but don't count on finding me here when you get back...I've been dallying around this god-forsaken wind-scour almost two long years waitin' for you...I ain't cut out to be an old maid!
L490517	u7542	m509	MARTIN	But that's Sweet-face -- your own good horse.
L490516	u7539	m509	LAURIE	Go on then! Pa's in the barn saddlin' the Fort Worth stud... an' you can take the light gelding with the blaze...
L490515	u7542	m509	MARTIN	I gotta catch up with him, Laurie!
L490514	u7539	m509	LAURIE	Finish your breakfast...
L490513	u7542	m509	MARTIN	Futterman!...He's got a little tradin' post on the South Fork o' the Brazos...Laurie, I just got to get me a good horse! Think yer pa would...
L490486	u7539	m509	LAURIE	Shush!...Time for bed anyway...  Likely these'll need some takin' in...Oh, Martie, you're that gaunted! ...Ma's havin' a turkey for dinner tomorrow and...
L490485	u7542	m509	MARTIN	Might at least have left me my pants!
L490467	u7539	m509	LAURIE	Wouldn't bother me...  I wouldn't try it in front of pa, though, was I you...
L490466	u7542	m509	MARTIN	You talk like a feller might just as leave run around nekkid...
L490465	u7539	m509	LAURIE	I'm a woman, Martie...  We wash and mend your dirty clothes all our lives...When you're little we even wash <U>you</U>....How a man can ever make out to get bashful in front of a woman I'll never know...
L490464	u7542	m509	MARTIN	Well I ain't one of 'em!
L490463	u7539	m509	LAURIE	What you gettin' red-in-the-face for?...I have brothers, haven't I?
L490462	u7539	m509	LAURIE	Ain't worth the mendin'...
L490461	u7542	m509	MARTIN	Don't go takin' that stuff...
L490692	u7545	m509	OFFICER	Sorry...  Keep the column moving!..Close ranks there!
L490691	u7542	m509	MARTIN	But couldn't you...?
L490690	u7545	m509	OFFICER	You'll have to wait until we reach the agency...Fall in behind the column...
L490689	u7542	m509	MARTIN	Where?
L490688	u7545	m509	OFFICER	We got two around that age...
L490687	u7542	m509	MARTIN	She'd be about thirteen now...
L616650	u8484	m576	DOC	Does it hurt?  A lot?  Good.
L616649	u8479	m576	BAILEY	Oh, my God...
L616646	u8484	m576	DOC	Why Ed, what an ugly thing to Say!  Does this mean you're not my Friend anymore?  You know, Ed, if I thought you weren't my friend I Don't think I could bear it.
L616645	u8479	m576	BAILEY	Skinny lunger, your guns don't Impress me.  Wasn't for those guns You'd be nothin'.
L616644	u8484	m576	DOC	Now Ed, are we cross?
L616643	u8479	m576	BAILEY	Just pick up your money and go. Sick of listening to you simper.
L616642	u8484	m576	DOC	Isn't that a daisy?
L616641	u8479	m576	BAILEY	God damn son of a...
L616640	u8484	m576	DOC	Ed Bailey, you look like you're Just ready to burst.  Well call me A fool but I guess I'll just have To call.  Cover your ears, darling.
L616639	u8479	m576	BAILEY	Oh, for Christ's sake!
L616636	u8484	m576	DOC	500? Sly boots, must be a peach of a hand.
L616635	u8479	m576	BAILEY	I said that's 500 to you, Holliday.  In or out?
L617072	u8480	m576	BEHAN	That's not what I meant.
L617071	u8498	m576	WYATT	Nice voice.
L617070	u8480	m576	BEHAN	What d'you think of the singer?
L616722	u8480	m576	BEHAN	Actually, you know, that's not a Bad idea, send a signal we're Growing up.
L616721	u8498	m576	WYATT	Fine, fine.  But I was thinkin', You know what this town really Needs is a race track.
L616720	u8480	m576	BEHAN	So how's Tombstone treating you?
L616661	u8480	m576	BEHAN	Well I'm the man to see.  Besides Sheriff I'm also tax collector, Captain of the Fire Brigade, and Chairman of the Non-partisan Anti- Chinese league.  A man of many Parts.  Got a place to stay yet?  I Also sit on the Townlot Commission.  Got a couple of Lovely cottages coming up for Rent.  Here, let me show you...
L616660	u8498	m576	WYATT	Gave all that up.  Going into business.
L616659	u8480	m576	BEHAN	Wyatt Earp...Dodge City, right?
L616658	u8498	m576	WYATT	Just this minute.  I'm Wyatt Earp, These're my brothers-
L616657	u8480	m576	BEHAN	Newcomers, eh?  Names John Behan, I'm Cochise County Sheriff.  Just Hit town?
L617216	u8480	m576	BEHAN	You will after tonight.  Bet on it.
L617215	u8487	m576	JOSEPHINE	I don't understand.
L617214	u8480	m576	BEHAN	Easy.  I just wanted to tell you Things're about to start changing Around here.  Lots of so-called Hard cases and tough-nuts swagger Around this town but none of 'em's got a clue about the real play.  None of 'em.
L617184	u8480	m576	BEHAN	You whore!  You filthy whore!
L617183	u8487	m576	JOSEPHINE	My man?  You told Wyatt you'd Disarmed those men.  Do you Actually believe after that I Could see you as my man?  You're Just a dirty little fixer.
L617182	u8480	m576	BEHAN	I saw that look pass between you And Wyatt at the fight.  Listen to Me!  You're mine!  Understand? You're my woman and I'm your man.
L617181	u8487	m576	JOSEPHINE	Not now.  I don't have time.
L617180	u8480	m576	BEHAN	Listen, I want to talk to you.
L617086	u8487	m576	JOSEPHINE	Absolutely nothing.
L617085	u8480	m576	BEHAN	I saw that look on your face just now. What's between you and Wyatt?
L616906	u8487	m576	JOSEPHINE	Maybe even my destiny.
L616905	u8480	m576	BEHAN	Well I guess you can see, never a Dull moment.  Maybe you should Stay around to see what happens Next.  Who know?  You might find a Future here.
L616860	u8487	m576	JOSEPHINE	Oh, so that's it...
L616859	u8480	m576	BEHAN	Yes, very.  And very married.
L616858	u8487	m576	JOSEPHINE	A peace officer... Impressive man
L616857	u8480	m576	BEHAN	That's Wyatt Earp.  Made quite a Name for himself as a peace Officer in Kansas.
L616856	u8487	m576	JOSEPHINE	The man dealing faro.  Who is he?
L616956	u8498	m576	WYATT	Look kid, I know what it's like, I was a kid, too.  Even stole a Horse once.  But you can't--
L616955	u8481	m576	BILLY	Come and get him.
L616954	u8498	m576	WYATT	Look, I don't want any trouble With you but that's my horse and I mean to have him back.  One way Or another.
L616953	u8481	m576	BILLY	Where do you think?  I stole him.
L616952	u8498	m576	WYATT	I asked where you got him.
L616951	u8481	m576	BILLY	Beauty, ain't he?
L616950	u8498	m576	WYATT	Where'd you get that horse?
L616891	u8498	m576	WYATT	Well I'm not so go home.
L616890	u8481	m576	BILLY	He said to turn loose of him.
L617271	u8482	m576	CURLY BILL	Oh, Jesus, Johnny...
L617270	u8493	m576	RINGO	Hey, you smell that?  Smells like Something died.
L617210	u8482	m576	CURLY BILL	Easy, son.  You just need to get Your feet back under you, that's All.  Come on, boy, let's kick South.  Down to the old playground.
L617209	u8493	m576	RINGO	There's no God, there's no devil, I hate the God damn world!  I want To die!
L617208	u8482	m576	CURLY BILL	Easy, Johnny.  Now ain't the time.  I tell you, boys, even I'm Worried what'll happen once Ringo Runs this outfit!  God have mercy!
L617207	u8493	m576	RINGO	I want them spitting blood!
L616836	u8493	m576	RINGO	And you must be Doc Holliday.
L616835	u8482	m576	CURLY BILL	Shut up, Ike.
L616572	u8482	m576	CURLY BILL	Well now that's a little more Like it.
L616571	u8493	m576	RINGO	"He was quoting the bible, Revelations: ""Behold a pale horse And the one that sat on him was Death and Hell followed with him."""
L616570	u8482	m576	CURLY BILL	What'd the Messican mean, a sick Horse's gonna get us?  Didn't make No sense.
L617374	u8498	m576	WYATT	No...
L617373	u8482	m576	CURLY BILL	Let me, let me, yeah!  Die, you Bastard...
L617372	u8498	m576	WYATT	No...
L617371	u8482	m576	CURLY BILL	Look at that!  Yeah!  Come and get Some, boy!
L617269	u8482	m576	CURLY BILL	Well... 'bye.
L617268	u8498	m576	WYATT	I want you to know it's over. We're leaving and we're not Coming back.
L617163	u8482	m576	CURLY BILL	I know.  Just did what you had to. That banner and stuff, that's Just Ike.  Don't worry about it.
L617162	u8498	m576	WYATT	I'm sorry.  If there was any other-
L616970	u8482	m576	CURLY BILL	We're gonna get along just fine.
L616969	u8498	m576	WYATT	This brand.
L616968	u8482	m576	CURLY BILL	Oh, we ride for a brand all right.  This brand.  How 'bout you?
L616967	u8498	m576	WYATT	And how come you call yourselves Cowboys?  Cowhands ride for the brand.
L616966	u8482	m576	CURLY BILL	Ain't our way.  We go all on one, One on all.  Fight one of us, you Fight us all.  That's the Cowboy way.
L616965	u8498	m576	WYATT	They were all gonna jump me back There.  What ever happened to one Against one?
L616964	u8482	m576	CURLY BILL	Fair enough.  You know I got to Admit, you got a lot of bark on You comin' up here like this.
L616963	u8498	m576	WYATT	Make you a deal.  My brother took Over the Marshal's office in Tombstone.  Got it in his head He's gonna make the place safe For widows and orphans.  You and Your boys stay out of his way, I'll make sure he stays out of yours.
L616962	u8482	m576	CURLY BILL	Feel bad about ol' Fred.  Just Can't hold back when I'm feelin' Woolly.  Still, feel kinda bad. But now we're square.  Anyway no Use for holdin' a grudge.  I Deserved a rap in the head.
L616901	u8482	m576	CURLY BILL	Crack me back of the head like Some stinkin' bull.  Hell, you Ain't no fightin' man, you're Just a cop.
L616900	u8498	m576	WYATT	Come on, you...
L616832	u8482	m576	CURLY BILL	Good.  That's real good.
L616831	u8498	m576	WYATT	I'm retired.
L616583	u8498	m576	WYATT	Already got a guilty conscience, Might as well have the money too.
L616582	u8483	m576	DAKE	I see, off to strike it rich, Huh.  All right, fine, wish you Luck.  Tell you this though, never Was a rich man yet didn't wind up With a guilty conscience.
L616581	u8498	m576	WYATT	No Marshal, you don't understand. I'm through with lawing, I'm Through with the whole Proposition.  Forever.  I did my Duty, now I'd like to get on with My life.  That is if you don't Mind.  Jesus.  Good day now.
L616580	u8483	m576	DAKE	But wait, you don't understand-
L616579	u8498	m576	WYATT	I said forget it, answer's no, I Don't want the job and that's Final.  I'm going to Tombstone and Nothin' short of dyin's gonn Stop me.  Good day.
L616578	u8483	m576	DAKE	Excuse me?
L616577	u8498	m576	WYATT	Forget it.
L617525	u8484	m576	DOC	Say when.
L617524	u8493	m576	RINGO	All right, lunger.  Let's do it.
L617522	u8493	m576	RINGO	I was kidding about that.
L617521	u8484	m576	DOC	I beg to differ.  We started a Fight we never got to finish. Play for blood, remember?
L617520	u8493	m576	RINGO	My fight's not with you, Holliday.
L617519	u8484	m576	DOC	Why Johnny Ringo, you look like Somebody just walked over your grave.  Oh, I wasn't quite as sick as I Made out.
L617205	u8493	m576	RINGO	Here it come: one-two-
L617204	u8484	m576	DOC	On three?  You call it.
L617203	u8493	m576	RINGO	All right, lunger.  Have at it.
L617202	u8484	m576	DOC	That's just my game.
L616849	u8484	m576	DOC	In pace requiescat.
L616848	u8493	m576	RINGO	Ecentus stultorum magister.
L616847	u8484	m576	DOC	Credat Judaeus Apella.
L616846	u8493	m576	RINGO	Age quod agis.
L616841	u8484	m576	DOC	And you must be Ringo.  Look, Darling, Johnny Ringo.  The Deadliest pistoleer since Wild Bill, they say.  What do you Think, darling?  Should I hate him?
L616840	u8493	m576	RINGO	Yeah, you look it.
L616839	u8484	m576	DOC	Not me.  I'm in my prime.
L616838	u8493	m576	RINGO	You retired, too?
L616837	u8484	m576	DOC	That's the rumor.
L617105	u8484	m576	DOC	Yes, I know.  You are a good woman.
L617104	u8489	m576	KATE	I'm a good woman to you, Doc. Don't I always take care of you? Nobody cares for you like me.  I'm A good woman.
L617103	u8484	m576	DOC	Not exactly...
L617102	u8489	m576	KATE	What's that mean, Doc?  You know I Don't understand when you talk up High like that.  You mean you Don't want to be my lovin' man no more?
L617101	u8484	m576	DOC	We must talk, darling.  It appears We have to... redefine the nature Of our association.
L617100	u8489	m576	KATE	That's good.  I knew it wasn't nothin'.
L617099	u8484	m576	DOC	Better.
L617098	u8489	m576	KATE	How you feeling, Doc?
L617089	u8484	m576	DOC	Nothing.  Not a thing.  I'm right As the mail.
